keep,name,reviewCount,rating,googleType,address,categories,isIndoor,lat,lng,id
,"哲学の道ブルー",6,4.5,"art_gallery","京都市左京区浄土寺南田町１７３−５","culture|photo",true,35.023893699999995,135.79658999999998,"ChIJI2ybLRsJAWARUb9Jamm-KzE"
,"日本画体験処 絵まき",6,4.2,"art_gallery","京都市左京区浄土寺上馬場町３３","culture|photo",true,35.0249879,135.79047749999998,"ChIJGRdjDgIJAWARiqb-5Qdsn0I"
,"Nunuka life",6,4.5,"art_gallery","京都市左京区浄土寺南田町10","culture|photo",true,35.0260947,135.7963009,"ChIJ3RNOnIMJAWARO3il_kZevIA"
,"bar jaehoe (チェフェ)",6,4.8,"bar","京都市上京区寺之内通千本西五辻北町４５５ 2F","night|food",true,35.0341963,135.741433,"ChIJyUUU9u8HAWARaGO7wvb-ysg"
,"（有）西陣書院",6,4.7,"book_store","京都市上京区大宮通今出川観世町１４１","quiet|culture",true,35.0299484,135.7489305,"ChIJea67k-AHAWARSJFVGsqTFdg"
,"三盛堂書店",6,4.2,"book_store","京都市上京区笹屋町三丁目６３１","quiet|culture",true,35.0282572,135.7426298,"ChIJeZ1n1ecHAWARitPEoS3Bass"
,"獺祭書房",6,4.8,"book_store","京都市上京区室町通今出川裏築地町９４ エスペラント室町 １Ｆ","quiet|culture",true,35.0309311,135.757735,"ChIJkwqkdXMIAWAR-BYFFRQmeyU"
,"ギャラリーABRI/蓄音機Gallery Yu",6,5,"art_gallery","京都市北区紫野東藤ノ森町６−１７","culture|photo",true,35.0378092,135.74749889999998,"ChIJa0JkWgAHAWARd2qfUyteBZk"
,"京・おいもやさんの田中屋",6,4.3,"dessert_restaurant","京都市右京区嵯峨中ノ島町 官有地10","food",true,35.0120468,135.6797986,"ChIJTcxFHVUHAWARj8tEVQ3UYCE"
,"洛西用水",6,4.7,"historical_landmark","京都市西京区嵐山上河原町１−３","photo|culture",false,35.0110612,135.6785543,"ChIJyet79FQHAWARFVRVBF1ey70"
,"아라시야마 인력거",6,4.8,"tourist_attraction","京都市右京区嵯峨天龍寺芒ノ馬場町","photo|culture",false,35.0135419,135.6768482,"ChIJHciidgAHAWAR79JYOE8FJ38"
,"伏水 焼鉄",6,4.3,"japanese_restaurant","京都市伏見区平野町８２−２","food",true,34.9325,135.7605556,"ChIJDfAjxOUPAWAR22Eplwyh-Pk"
,"アポイント",6,4.8,"cafe","京都市山科区大宅神納町１３","quiet|food",true,34.9664974,135.8179463,"ChIJFSBisGQOAWARMHkGKjKORKM"
,"名神高速道路起工の地",6,4.8,"tourist_attraction","京都市山科区小野蚊ケ瀬町２","photo|culture",false,34.9642626,135.8124837,"ChIJEeYQWAAPAWARv6kytxoHq30"
,"コトチカ広場",7,4.3,"event_venue","京都市下京区東塩小路町コトチカ広場","photo|culture",false,34.9864751,135.7600027,"ChIJgwcRU9MJAWARnr7ca_WKerE"
,"長楽館ライブラリーバー マデイラ",7,4.9,"bar","京都市東山区円山町６０４","night|food",true,35.003143699999995,135.7800244,"ChIJeQmPBrIJAWARPj7RcayrSzg"
,"粟田坊町公園",7,4.3,"park","京都市東山区粟田口三条坊町１９−３","nature|quiet",false,35.0084532,135.7814565,"ChIJcddYve8JAWARXRB597qW0uc"
,"銀雅廊",7,4.9,"art_gallery","京都市東山区祇園町北側347番地48 クレェール祇園 1階A号室 ビル","culture|photo",true,35.0049999,135.7764909,"ChIJhbGLmvMJAWARRDNm3LA-4XI"
,"大雅堂旧跡",7,4.4,"historical_landmark","京都市東山区鷲尾町","photo|culture",false,35.0021073,135.7807803,"ChIJTwx4M9sIAWARAoGFgxQPPBk"
,"アガルタ",7,4.9,"bar","京都市左京区浄土寺西田町４−１","night|food",true,35.026284499999996,135.79098150000002,"ChIJg1Vz9AEJAWAR3zZwEnHe-z4"
,"gallery Biga",7,5,"art_gallery","京都市左京区浄土寺上南田町2番地","culture|photo",true,35.0247406,135.795359,"ChIJm5bi6pQJAWARm_lLPOuiUHw"
,"ドンク北白川店",7,4.1,"bakery","京都市左京区北白川山田町１−１","food",true,35.0345005,135.7913815,"ChIJvzAgXgAJAWAR2QPOrUftYjc"
,"法然院森のセンター",7,4,"tourist_attraction","京都市左京区鹿ケ谷法然院町７２−２","photo|culture",false,35.0233299,135.7966457,"ChIJraPNSQQJAWAR4wImWGDhMq4"
,"大宮書房",7,4.6,"book_store","京都市上京区室町通り上立売り裏築地町９８","quiet|culture",true,35.030617,135.7583,"ChIJ2X98o3MIAWARLR8HBCwABPY"
,"cafe&bar Milla",7,4.1,"cafe","京都市伏見区納屋町小路118番地 9号","quiet|food",true,34.9321889,135.7601278,"ChIJETYHyjcPAWARkJcBoVvoIs8"
,"MrSIS ー珈琲とフォカッチャとー",7,4.9,"cafe","京都市伏見区南部町85−１ プレザント京都・桃山 101","quiet|food",true,34.9334151,135.76067840000002,"ChIJq6IaDVoPAWARfldC4DOKNSA"
,"アトリエ悠",7,4.6,"art_gallery","京都市伏見区新町７丁目４６３−１","culture|photo",true,34.935327699999995,135.7632114,"ChIJlUStU1kPAWAR6S8g_KHWzmk"
,"宮道朝臣列子墓(宮道古墳)",7,4.1,"cemetery","京都市山科区勧修寺西栗栖野町","photo|culture",false,34.9703016,135.8053803,"ChIJ21W7CvQOAWARv5pfuWE-oto"
,"立ち呑みChoBORRACHO",8,4.9,"restaurant","京都市中京区裏寺町通四条中之町577ｰ14","food",true,35.00464240000001,135.7682635,"ChIJ7ylxCwAJAWARkMq0hG74qfI"
,"Bar Osome",8,4.5,"bar","京都市中京区中之町５７２ しのぶ会館 2階","night|food",true,35.004335399999995,135.768584,"ChIJweHG-6IJAWARQM-0O-WJnQs"
,"浄心寺",8,4.3,"buddhist_temple","京都市中京区裏寺町通四条裏寺町６０６−１ 606","photo|culture",false,35.0048473,135.7686507,"ChIJAQCQVZQIAWARcq6MvJjF8PA"
,"高島屋入口マリオの土管オブジェ",8,4.5,"tourist_attraction","京都市下京区四条通寺町御旅宮本町３３","photo|culture",false,35.0036716,135.76833249999999,"ChIJYZPuZQAJAWARbiw41-QBy6Y"
,"ぎゃらりぃ百之助",8,5,"art_gallery","京都市下京区平野町７６７−８","culture|photo",true,34.9906017,135.75671549999998,"ChIJsb-V3KAJAWARZEDkcQLm50w"
,"Cafe KUN",8,4.8,"coffee_shop","京都市東山区祇園町北側６２７","quiet|food",true,35.0048124,135.7795217,"ChIJx7d8RwAJAWAR9HL3Vtcnu94"
,"東山書院",8,4.1,"book_store","京都市東山区東大路松原辰巳町１１３","quiet|culture",true,34.997679399999996,135.777162,"ChIJaUCYi8UIAWARxgUKfhe67Mc"
,"鴨川スタンド",8,4.6,"bar","京都市左京区下鴨宮河町６０６ 0801","night|food",true,35.0306561,135.77178890000002,"ChIJywQVRAAJAWARVU8H9xuZTGo"
,"京都大学歴史展示室",8,4.5,"history_museum","京都市左京区吉田本町３６ 百周年時計台記念館","culture",true,35.0260539,135.7809748,"ChIJy59iD4UJAWARItxr7KLuuuQ"
,"千茜ニューサパー",8,4.3,"bar","京都市左京区岡崎天王町５３","night|food",true,35.016568,135.7873085,"ChIJxaTHt-MIAWARkYu_H0Bmnk8"
,"奥井理想米店",8,4.6,"food_store","京都市左京区聖護院中町２","food",true,35.0201498,135.7817876,"ChIJHzqzQvoIAWARQERBEdSIoMs"
,"名和児童公園",8,4,"park","京都市上京区梨木町１９３−２","nature|quiet",false,35.025656999999995,135.7491425,"ChIJEesy3d4HAWARZ-SWg4wVFvg"
,"LACE MUSEUM LOOP",8,4.8,"art_museum","京都市上京区元誓願寺通大宮元妙蓮寺町５４７","culture",true,35.0286422,135.7478464,"ChIJcYxIbmIHAWARjM_raJvD3y8"
,"アートギャラリーシグナス",8,5,"art_gallery","京都市右京区嵯峨天龍寺芒ノ馬場町２３","culture|photo",true,35.017468400000006,135.67612259999999,"ChIJw5kCrsmrAWAR_BRchADRRHs"
,"慈恵山 金剛寺",8,4.4,"buddhist_temple","京都市西京区嵐山山田町１０−２","photo|culture",false,35.0081229,135.67909540000002,"ChIJ7XekrFMHAWARUei7TntI-nc"
,"atelier uta-ざくざくさぶれ-",8,4.8,"bakery","京都市山科区大宅古海道町12−２２","food",true,34.9720187,135.8225999,"ChIJ10hvLawPAWARDGdXjIuyjSw"
,"福音の家 KYOTO",9,4.8,"book_store","京都市中京区新京極通六角桜之町４３０−９","quiet|culture",true,35.0072311,135.7670932,"ChIJnxm76ZMIAWARJV2Y5azVUUk"
,"Cafe 鴨しれない",9,4.7,"cafe","京都市左京区下柳町２０−７ 出町柳ビル 1階","quiet|food",true,35.0301689,135.7735027,"ChIJx5ijHucJAWARhQ2FiCJKg3Q"
,"プロレス美術館",9,4.4,"art_museum","京都市左京区高野清水町５５","culture",true,35.0373693,135.7783087,"ChIJSwl0zUUIAWAR1t-gIFmscoE"
,"Coffice",9,5,"coworking_space","京都市左京区鹿ケ谷法然院西町３１−３","quiet|food",true,35.0223158,135.7930517,"ChIJ-Rn6Yx4JAWARmqo3h6JzuKg"
,"茂庵田舎席",9,4.1,"tourist_attraction","京都市左京区吉田神楽岡町","photo|culture",false,35.0256458,135.7870479,"ChIJAQAd7v4IAWARKP3m2XzwFg4"
,"こっとう・雑貨 密眼堂",9,4.8,"home_goods_store","京都市上京区 一条下ル讃州寺町244番地","quiet|culture",true,35.025597499999996,135.75501470000003,"ChIJT8uMKoEJAWARMvy_LHz9nP4"
,"天鵞絨美術館",9,4.9,"museum","京都市上京区大黒町６８９−３","culture",true,35.0325347,135.7457292,"ChIJu0_MOuQHAWARaVjotRtZ6eM"
,"嵐山西一川第二公園",9,4.3,"city_park","京都市西京区嵐山西一川町３−８","nature|quiet",false,35.0112425,135.6808221,"ChIJr9RxrdYHAWAR8Rfx32NHmC8"
,"Doll Gallery",9,5,"art_gallery","京都市右京区嵯峨小倉山山本町１１","culture|photo",true,35.0190407,135.6694623,"ChIJjTK5QFSrAWARrkFAASDoWMM"
,"マルシェすみのくら",9,4.7,"bakery","京都市右京区嵯峨天龍寺角倉町７−１９","food",true,35.0150627,135.6815456,"ChIJUflZGwAHAWARD-Cb6MfDAac"
,"A Private Boat Shamisen Experience",9,4.6,"tourist_attraction","京都市西京区嵐山中尾下町20−３５ 嵐山通船 南乗り場","photo|culture",false,35.011623799999995,135.6767869,"ChIJr2XJ-2gHAWARR0Agq6ECEbY"
,"方位案内盤",9,4.9,"tourist_attraction","京都市右京区嵯峨中ノ島町６１６ 8383","photo|culture",false,35.0123862,135.6791744,"ChIJtyT5UnMHAWARTYXmjRYSt20"
,"ねことバナナの木",9,4.2,"cafe","京都市伏見区瀬戸物町７３８","quiet|food",true,34.933622899999996,135.7619217,"ChIJDQ5auRgPAWARa32Ao3wnFtg"
,"おっさんsBAR ピアレス",9,4.4,"bar","京都市伏見区平野町５４ ２F","night|food",true,34.9326501,135.7608502,"ChIJ084yj5APAWARhwhHLgPAhYE"
,"眼科・外科医療器具歴史博物館",10,4,"museum","京都市下京区鍵屋町３４０","culture",true,34.991788199999995,135.7661047,"ChIJq2dqsrAIAWAR0u1J8bGMdzA"
,"WA MATCHA 京都祇園店",10,4.7,"coffee_shop","京都市東山区祇園町北側 円山公園官有地","quiet|food",true,35.0045465,135.7797397,"ChIJCUPitdEJAWAR4c2RPFiCL1g"
,"やきとり とり穂",10,4.7,"japanese_izakaya_restaurant","京都市左京区田中下柳町２０","food",true,35.0302226,135.77334399999998,"ChIJ2a2MGgAJAWARwiUovhA3p7w"
,"竹岡書店",10,4,"book_store","京都市左京区浄土寺西田町８１−４","quiet|culture",true,35.028029,135.79001599999998,"ChIJn5v31f8IAWARIysrivOtP_Q"
,"朋友書店",10,4.2,"book_store","京都市左京区吉田神楽岡町８","quiet|culture",true,35.0280333,135.78814409999998,"ChIJxbabov8IAWARavWLBIAb_BA"
,"只本屋",10,4.7,"book_store","京都市左京区吉田下大路町２−１","quiet|culture",true,35.0220198,135.7825942,"ChIJY40sJ2YIAWARcQjGceaNrh0"
,"Japanese traditional bedding ""FUTON"" experience museum 日本伝統寝具体験資料館",10,4.2,"museum","京都市北区紫野門前町30−５","culture",true,35.042906599999995,135.7484413,"ChIJhUPt974HAWARAhlselyF1GE"
,"ザ・コロニーバー",10,4.6,"bar","京都市伏見区新町４丁目４６３ コーポ蒼園 １階A","night|food",true,34.9323215,135.7633404,"ChIJKwicJKYPAWARYQQqlumNxP8"
,"からくり時計おやかまっさん",10,4.1,"tourist_attraction","京都市伏見区銀座町３６２","photo|culture",false,34.9330576,135.7638508,"ChIJdcUrgm0PAWAR6A7pyRQJNqY"
,"マホロバ",10,4.2,"bar","京都市山科区勧修寺西金ケ崎３３４","night|food",true,34.968373299999996,135.8054028,"ChIJx__kNfQOAWARIgRRCMU97T8"
,"be there",11,5,"clothing_store","京都市下京区大寿町３９４−１ 1F be there","culture|photo",true,35.003062799999995,135.7660141,"ChIJDYxE2ZcJAWARYjIwM0qZb00"
,"COFFEE BAR Beige",11,4.3,"cafe","京都市東山区祇園町南側５０６−２","quiet|food",true,35.0026242,135.7782087,"ChIJy0T61UYJAWARtQ1dunKpi-w"
,"京都市文化財建造物保存技術研修センター",11,4.7,"museum","京都市東山区清水２丁目２０５−５ 京都市文化財保存技術研修センター","culture",true,34.997403999999996,135.780342,"ChIJNYAI2c8IAWARIXpEJojk7D0"
,"シネマチックサルーン",11,5,"bar","京都市上京区河原町通今出川梶井町４４７−１４ プランタンビル 地下一階","night|food",true,35.028284899999996,135.7697598,"ChIJ61WdaGcJAWARepc8HVVpXSY"
,"賀茂川ウッドデッキ",11,4.7,"park","京都市上京区","nature|quiet",false,35.0296999,135.7710157,"ChIJGw9LDLIJAWARYpyp9j3B99E"
,"文顕堂",11,5,"art_gallery","京都市左京区浄土寺上南田町71ｰ1","culture|photo",true,35.025732399999995,135.79555589999998,"ChIJgUuiML8JAWAR6ZKgh-lxCb0"
,"巽橋疏水",11,4.5,"bridge","京都市左京区鹿ケ谷法然院西町","photo|culture",false,35.0214654,135.7942618,"ChIJCVtscwAJAWARbgIe8LhsBEo"
,"LOWSTARRY",11,5,"coffee_shop","京都市上京区東西町３９５−１","quiet|food",true,35.0338147,135.7507844,"ChIJ2WnBNwAHAWARGrr5SV5VVEc"
,"アルコーヴ",11,4.5,"pub","京都市北区紫野宮西町１８ ライトビル","night|food",true,35.038723,135.75202199999998,"ChIJr_jdp-IHAWAR3hYxy4nIrPk"
,"新生さくら広場",11,4.5,"park","京都市上京区木下突抜町４００","nature|quiet",false,35.033573,135.756979,"ChIJJ7-JrLEJAWAR249PhzbWYr0"
,"藤森寮",11,4.9,"art_gallery","京都市北区紫野東藤ノ森町１１−１","culture|photo",true,35.0376374,135.7467983,"ChIJ6wYxW_sHAWARRLKwVNnhlnw"
,"HO-OH Pokemon Manhole Cover",11,5,"tourist_attraction","京都市右京区嵯峨中ノ島町遊月","photo|culture",false,35.011853699999996,135.6787345,"ChIJTdJUMwAHAWARBp5ZgYXAADE"
,"京食パン工房 ここん 大手筋店",11,4.2,"bakery","京都市伏見区両替町４丁目２９２−３","food",true,34.9329002,135.7637331,"ChIJKUd4OEcPAWARna4RrYf15aQ"
,"Clair Bakery",11,4,"bakery","京都市山科区椥辻草海道町３８−９","food",true,34.9729363,135.8148974,"ChIJSdLnCgAPAWARMWI6E2KsblE"
,"Atelier bonheur bonbon (アトリエボヌールボンボン)",11,4.5,"cake_shop","京都市山科区椥辻池尻町９−２","food",true,34.9732705,135.8145001,"ChIJE64Yd20PAWARlXx5Q9m3wT4"
,"ギャラリーにしかわ",12,4.3,"art_gallery","京都市中京区河原町通四条塩屋町３３２ マロニエビル 2階","culture|photo",true,35.0055252,135.7694462,"ChIJwWaY5ZQIAWARR3nK80fxXDg"
,"eN arts",12,4.7,"art_gallery","京都市東山区祇園町北側６２７ 40 円山公園内八坂神社北側 eN arts","culture|photo",true,35.0049069,135.7792253,"ChIJbxoaH8MIAWARPUOrHOYDdT0"
,"ammel",12,5,"book_store","京都市上京区西富仲町仁和寺街道千本西富仲町６８５","quiet|culture",true,35.0241484,135.7429995,"ChIJY1FXzEkJAWARpvLXn_D2WkE"
,"箔屋野口",12,4.7,"museum","京都市上京区元誓願寺通大宮元妙蓮寺町５４６","culture",true,35.0285547,135.7477583,"ChIJwy7QqeAHAWARNGnjVl2RDE4"
,"Japanese traditional tea & lamp museum あかりと茶の湯 日本伝統燈具博物館",12,4.5,"museum","紫野, 30-４ 門前町 北区 京都市","culture",true,35.0429035,135.7485083,"ChIJGz3jaWgHAWAR_NlQHYEiPmA"
,"La Neige",12,4.8,"art_gallery","京都市伏見区桃山町立売５８−１","culture|photo",true,34.9318194,135.7704171,"ChIJT_HvTw8PAWARxptrSCAF2lM"
,"ナナホシテントウ",12,4.7,"bagel_shop","京都市伏見区弾正町１０３−１","food",true,34.927745,135.7658993,"ChIJrWv2TRsPAWARN2BlnpfmX3M"
,"三十石船乗り場",12,4.5,"tourist_attraction","京都市伏見区南兵町","photo|culture",false,34.929973,135.7590214,"ChIJFw0cjAoPAWARxtbz8fDZdS4"
,"Cafe bar and",12,4.8,"bar","京都市山科区 大宅御供町6サンフローラ一本道2階","night|food",true,34.9696873,135.8137118,"ChIJDRgtGNQPAWAR6a1tZg8SFGo"
,"氷室園",12,4.1,"garden","京都市山科区勧修寺仁王堂町１４","photo|culture",false,34.9610838,135.80795279999998,"ChIJVbCql10OAWAR4XFgmwuT-Qo"
,"Buddhist Paintings of Nirvana",13,4.4,"museum","京都市東山区下河原町","culture",true,34.9996188,135.7804263,"ChIJRVAHxJsJAWARd19x4yM0yy8"
,"風の駅",13,4.8,"cafe","京都市上京区二神町１７６−２ 2F","quiet|culture",true,35.030381,135.7693766,"ChIJXUmBaGgIAWARgwHF4GjZHRs"
,"うどんバーぽんこつ",13,4.8,"bar","京都市左京区田中門前町１０３−３３","night|food",true,35.0299541,135.7797178,"ChIJrRtBcQAJAWARS59w9etAnBs"
,"いろり文庫 京都本店",13,4.5,"book_store","京都市左京区吉田本町１２−３","quiet|culture",true,35.0266683,135.7839616,"ChIJaYSe5rUJAWAROlo1NZsAP_I"
,"japanese art GALLERY YAMADA",13,5,"art_gallery","京都市左京区浄土寺下南田町","culture|photo",true,35.0227876,135.7952757,"ChIJiUIWWxsJAWARoAmSn8KL5aw"
,"ちーずきっちん",13,4.7,"cafe","京都市上京区藤木町７８７−１ 2階","quiet|food",true,35.031511,135.7503772,"ChIJpeUPZo4HAWARovGhxFNu7SE"
,"萬又",13,4.9,"restaurant","京都市上京区五辻町９１","food",true,35.0311419,135.7460178,"ChIJP1PVD0AHAWAROU3dM5G6cYk"
,"戻橋公園",13,4,"park","京都市上京区竪富田町４４０","nature|quiet",false,35.0272369,135.75210049999998,"ChIJF92BinUIAWARYrKfiyTBIXU"
,"NITESHA KYOTO 二手舎 京都",13,4.7,"book_store","京都市上京区下木下町１４４−４","quiet|culture",true,35.035231800000005,135.7572722,"ChIJJfRXI9YJAWAR1Hh3jDKbfXQ"
,"ラウンジ ジール",13,4.3,"bar","京都市右京区嵯峨天龍寺造路町６−２","night|food",true,35.016166399999996,135.67901,"ChIJ7_YtckupAWARuUm4zmUTqi8"
,"らーめん歩",13,4.7,"ramen_restaurant","京都市山科区大宅沢町１３１","food",true,34.9694049,135.8175349,"ChIJF8u0SQAPAWAR-MXkMCdqPko"
,"Flower Road KICHI",13,4.7,"bar","京都市山科区東野森野町２−５２ 山科","night|food",true,34.9746692,135.8082279,"ChIJh5IQxPIOAWAR36-V9JdMHmU"
,"大観堂書店（吉村大観堂）",14,4.6,"book_store","京都市下京区寺町通仏光寺恵美須之町５４５","quiet|culture",true,35.001107,135.766996,"ChIJHUhsEL4IAWARezaSX6ClbY4"
,"植松児童公園",14,4.3,"park","京都市下京区紅葉町３４９−１","nature|quiet",false,34.9913978,135.7546907,"ChIJZZuxuwMJAWARGiEv2iOUot8"
,"ぶどうの蔵ヴァンファン",14,4.1,"wine_bar","京都市東山区 祇園町ぶどうの蔵ヴァンファン 北側300番地ムーンビューティー祇園ビル5階","night|food",true,35.004342,135.777663,"ChIJafAYhOoIAWARNC49HgyfAag"
,"おにぎり利次郎 澤利",14,4.4,"japanese_restaurant","京都市左京区田中上柳町３２−１","food",true,35.0304751,135.7730671,"ChIJKw4QRAAJAWARbguKeeleNDg"
,"末社 任部社",14,4.1,"shinto_shrine","京都市左京区下鴨泉川町５９−５９","photo|culture",false,35.0347888,135.771758,"ChIJ09OTHEIIAWARnZOLbfONXOo"
,"ANEWAL Gallery 現代美術製作所",14,4.9,"art_gallery","京都市上京区挽木町５１８","culture|photo",true,35.033214199999996,135.7545718,"ChIJqdMoHQsIAWAR2_w6xWOhbdc"
,"芥 Aquta",14,4.6,"art_gallery","京都市上京区笹屋町三丁目６０２−２","culture|photo",true,35.0279588,135.74395819999998,"ChIJuw8I0oMHAWARd5UX2ZMIrLU"
,"霊宝殿",14,4.9,"museum","京都市上京区溝前町１０３５−１","culture",true,35.032308799999996,135.739486,"ChIJgVEsDpgHAWAR8h2l4VG5w44"
,"大市",14,4.6,"cafe","京都市右京区嵯峨中ノ島町 嵐山 大市","quiet|food",true,35.0116442,135.6776313,"ChIJkdTBVAAHAWAR4P-3YPtd__w"
,"シスターフッド書店Kanin",15,5,"book_store","京都市左京区北白川堂ノ前町１ デュー・北白川 105","quiet|culture",true,35.0319399,135.79137269999998,"ChIJnfthw7UJAWARJwXuA_3SIT0"
,"イ酒ヤ ちこめん",15,4.5,"japanese_izakaya_restaurant","京都市上京区芝大宮町１７ 1桃園ハイツ","food",true,35.031614999999995,135.74872890000003,"ChIJAY7Wls8HAWARa-826DggIeA"
,"水野克比古フォトスペース 町家写真館",15,4.3,"art_gallery","京都市上京区大宮通元誓願寺下る 石薬師町６９０ 水野克比古 町家写真館","culture|photo",true,35.0277226,135.74885229999998,"ChIJq6rpQN4HAWARrgm6HSpgUbA"
,"ダイニング Kamiya",15,4.3,"bar_and_grill","京都市伏見区納屋町１１８ 伏見納屋町小路 五号","night|food",true,34.9321842,135.7601856,"ChIJBXAJaEQPAWARWPN8LMaiSLM"
,"喫茶のえる",15,4.2,"coffee_shop","京都市山科区大宅中小路町９","quiet|food",true,34.9691854,135.8207525,"ChIJgZViiXwOAWARfa-ueuRKADw"
,"ギャルリーためなが京都",16,4.6,"art_gallery","京都市東山区川端通七条上堀詰町２６５−７","culture|photo",true,34.990771099999996,135.76817119999998,"ChIJSTIgXFEJAWARfwBvOUi4oK0"
,"ルネバレーヌ",16,4.9,"cafe","京都市上京区表町２７ ＳＵＮＲＩＳＥ出町 1Ｆ ルネバレーヌ","food",true,35.030132099999996,135.7679664,"ChIJDevC89cJAWARxMaHtLulix8"
,"ユニコ",16,4.8,"coffee_shop","京都市左京区浄土寺下南田町1","quiet|food",true,35.022487399999996,135.7936981,"ChIJARnJLAwJAWARayWa1ZmkplI"
,"BRILL",16,4.8,"cafe","京都市上京区花開院町１２２","quiet|food",true,35.033486599999996,135.74879289999998,"ChIJi414TuYHAWAR4cjnRsvlNbE"
,"堀川せせらぎ第1公園",16,4.4,"park","京都市上京区下天神町６５１−２","nature|quiet",false,35.0356186,135.7513404,"ChIJRcooE-IHAWARB8EuXbT68po"
,"後藤象二郎寓居跡",17,4.1,"historical_landmark","京都市中京区大黒町５１","culture",true,35.0079133,135.76925400000002,"ChIJsXMhDZMIAWARblQTo-XZY_8"
,"ぎおんギャラリー八坂",17,4.4,"art_gallery","京都市東山区祇園町南側５３８","culture|photo",true,35.002859099999995,135.7772965,"ChIJJaallsMIAWAR9hhoN9gcuV8"
,"五社",17,4.1,"shinto_shrine","京都市東山区祇園町北側６２５","photo|culture",false,35.0040088,135.77872739999998,"ChIJtQn_DcMIAWARCztzPNpUYuk"
,"山を翔る魚",17,4.5,"bar","京都市左京区田中門前町１８−３ 藤川門前町ビル B1","night|food",true,35.0302443,135.7786255,"ChIJdRtzYQ4JAWARBlyYAEmxE6U"
,"表千家会館",17,4.1,"museum","京都市上京区百々町５３６","culture",true,35.033795399999995,135.75220339999998,"ChIJ3a_PCgoIAWARaM-BpxzVr8I"
,"ゲームバー京都",17,4.6,"bar","京都市伏見区納屋町１２９","quiet|food",true,34.9324898,135.7597712,"ChIJx8gh8OUPAWARIAGMIqLALB0"
,"雲のむこうはいつもあお空",17,4.8,"bakery","京都市山科区勧修寺柴山８−１３８","food",true,34.9671126,135.80267229999998,"ChIJf_Vd-2cPAWARkfLobQHRW4Y"
,"CAVA BOOKS(サヴァ・ブックス)",18,4.4,"book_store","京都市上京区三芳町１３３","quiet|culture",true,35.0302451,135.769012,"ChIJReXQZmgIAWARyFPyss0eKHo"
,"トララ",18,4.9,"japanese_curry_restaurant","京都市左京区浄土寺馬場町９ ロイヤルハイツ白川","food",true,35.0244208,135.7926149,"ChIJG4lRhzAJAWARExW6fyq6LK0"
,"Bakery ほのぼの",18,4.4,"bakery","京都市左京区吉田神楽岡町３７−２ リバティハウス 102","food",true,35.0269224,135.78966889999998,"ChIJ44_0K-0JAWAR-x9NtxeX5jw"
,"お酒と一品 輪Rin",18,4.9,"restaurant","京都市伏見区平野町５８ 2階","food",true,34.9323512,135.7607854,"ChIJZxxEawAPAWARaLs9ywSLa_Q"
,"ピックアップ 山科",18,4.2,"cafe","京都市山科区大宅細田町６５","quiet|food",true,34.9668784,135.8138324,"ChIJcSFE2GMOAWARE8zd3jflcNg"
,"ミュージックサロンヨシカワ",18,4.2,"bar","京都市山科区椥辻中在家町１２−１","night|food",true,34.9740463,135.8148434,"ChIJAQB0SIkOAWARe17cH1IRrJ0"
,"京都 IP書店",19,4.3,"book_store","京都市下京区四条通寺町御旅町2丁目３５ 京都髙島屋S.C. ［T8］（専門店 6階 京都 IP書店（京都 蔦屋書店 内","quiet|culture",true,35.0035271,135.76825499999998,"ChIJOWk0jV0JAWARLdTfWAHk-zM"
,"京都市立芸術大学芸術資料館",19,4.3,"art_museum","京都市下京区下之町５７−１ 京都芸大崇仁キャンパスC地区 C棟１F","culture",true,34.9870353,135.7637168,"ChIJ44GFHdkAAWARL3Fpt0e5SZI"
,"軟弱古書店",19,4.5,"book_store","京都市左京区吉田二本松町4−３ 25","quiet|culture",true,35.0235437,135.781445,"ChIJVVVJyfkIAWAR6LqgjeahXXY"
,"大垣書店 堀川新文化ビルヂング店",19,4.7,"book_store","京都市上京区皀莢町２８７","quiet|culture",true,35.0240825,135.75153989999998,"ChIJv3FFBQAHAWAR4VoxaKG8-nM"
,"SONS",19,4.8,"wine_bar","京都市右京区嵯峨北堀町２０−１０２ t106","night|food",true,35.017240699999995,135.6857349,"ChIJcyyOlrIHAWARBdloji5nja0"
,"Aqua Garden Woopy",19,4.7,"sports_club","京都市伏見区御堂前町６１７−１ 山京桃山ビル 3階","food",true,34.932552400000006,135.7619651,"ChIJr4sb9HIPAWARuxyRQXxHdBY"
,"hana no 音",19,4.7,"coffee_shop","京都市山科区大宅中小路町９","quiet|food",true,34.9692619,135.8206574,"ChIJA8_fxwYPAWAR7emkvo4J2bY"
,"大雅堂",20,4.4,"art_gallery","京都市東山区祇園町北側３０１−２","culture|photo",true,35.004442499999996,135.7777064,"ChIJVV3nUsIIAWARGmBdVtLAG7M"
,"Bello vero",20,4.4,"italian_restaurant","京都市左京区北白川久保田町64番17","night|food",true,35.0287973,135.7877888,"ChIJneZqVgAJAWARGfCBei8qbo0"
,"Gallery Takano",20,4.9,"art_gallery","京都市左京区鹿ケ谷法然院町１４","culture|photo",true,35.0216992,135.7947548,"ChIJBxFgnRwJAWARhGHX1kpzLFw"
,"GALLERYやなせ",20,4.6,"art_gallery","京都市北区紫野南舟岡町61−２８","culture|photo",true,35.0360028,135.74599139999998,"ChIJk8qbyOQHAWARicNHS8WOa5E"
